frame,BandwidthRefb, BandwidthTestb, TotalNMRb, WinModDiff1b, ADBb, EHSb, AvgModDiff1b, AvgModDiff2b, RmsNoiseLoudb, MFPDb, RelDistFramesb, DI, ODG
181,"715,348","715,348","4,90268","5,23286","3,09742","0,00528157","5,19486","7,90881","0,115751",1,1,"-0,146465","-2,03351"
182,"715,604","715,604","4,90147","5,22404","3,09754","0,00527939","5,18201","7,88303","0,115602",1,1,"-0,144314","-2,03127"
183,"715,694","715,694","4,90182","5,21731","3,09772","0,00526881","5,18676","7,8577","0,115435",1,1,"-0,144014","-2,03095"
184,"715,413","715,413","4,901","5,21347","3,09788","0,00524626","5,18703","7,84085","0,115265",1,1,"-0,145409","-2,03241"
185,"715,551","715,551","4,90098","5,21337","3,09805","0,00523356","5,19784","7,84674","0,115093",1,1,"-0,145191","-2,03218"
186,"715,812","715,812","4,89988","5,22039","3,09825","0,00521813","5,21181","7,86551","0,115088",1,1,"-0,144434","-2,03139"
187,"716,07","716,07","4,89885","5,22856","3,09839","0,00519652","5,22052","7,92247","0,115084",1,1,"-0,143533","-2,03045"
188,"716,319","716,319","4,89664","5,24097","3,0985","0,00520209","5,23472","7,98193","0,115001",1,1,"-0,142883","-2,02977"
189,"716,561","716,561","4,89449","5,25142","3,09869","0,00518287","5,23922","7,96621","0,114869",1,1,"-0,141531","-2,02836"
190,"716,584","716,584","4,89243","5,25814","3,09886","0,0051569","5,23998","7,95858","0,114933",1,1,"-0,141243","-2,02806"
191,"716,838","716,838","4,88998","5,26369","3,09894","0,00513258","5,24408","7,97227","0,114959",1,1,"-0,13996","-2,02672"
192,"716,964","716,964","4,8884","5,26641","3,099","0,00511065","5,24659","7,97928","0,114754",1,1,"-0,139288","-2,02602"
193,"716,933","716,933","4,88716","5,26908","3,09913","0,00510445","5,25058","7,97303","0,11467",1,1,"-0,139525","-2,02626"
194,"717,026","717,026","4,88468","5,27303","3,09925","0,00509191","5,25631","7,98764","0,114798",1,1,"-0,139215","-2,02594"
195,"716,974","716,974","4,88208","5,27363","3,09929","0,00511302","5,24854","7,9637","0,114559",1,1,"-0,138854","-2,02556"
196,"716,291","716,291","4,87948","5,27216","3,09923","0,00511327","5,24304","7,95304","0,114365",1,1,"-0,142068","-2,02892"
197,"716,497","716,497","4,87778","5,26842","3,09943","0,0051324","5,23584","7,92682","0,114363",1,1,"-0,140433","-2,02721"
198,"716,717","716,717","4,87606","5,26444","3,09972","0,00511363","5,24033","7,93297","0,114538",1,1,"-0,139432","-2,02617"
199,"716,508","716,508","4,87322","5,26199","3,09985","0,00515137","5,23936","7,94432","0,114459",1,1,"-0,140406","-2,02718"
200,"716,74","716,74","4,8718","5,26208","3,10005","0,00516172","5,2449","7,92808","0,114756",1,1,"-0,139353","-2,02608"
201,"716,562","716,562","4,87039","5,26567","3,10025","0,00515525","5,25208","7,93012","0,114766",1,1,"-0,140558","-2,02734"
202,"716,391","716,391","4,86872","5,26805","3,10041","0,00513065","5,25157","7,90835","0,114597",1,1,"-0,141222","-2,02804"
203,"715,685","715,685","4,86676","5,2721","3,10052","0,00511616","5,25694","7,89942","0,114387",1,1,"-0,145081","-2,03207"
204,"714,985","714,985","4,86552","5,27499","3,10059","0,00519101","5,25783","7,88993","0,114203",1,1,"-0,148767","-2,03592"
